"id","carat","cut","color","clarity","depth","table","price","x","y","z"
"1067",0.31,"Premium","I","VS2",60.8,60,558,4.42,4.37,2.67
"1068",0.31,"Ideal","I","VS2",59.9,57,558,4.4,4.38,2.63
"1069",0.31,"Premium","I","VS2",59.9,60,558,4.44,4.41,2.65
"1070",0.31,"Premium","I","VS2",61.1,58,558,4.38,4.36,2.67
"1071",0.31,"Premium","I","VS2",60.7,61,558,4.34,4.32,2.63
"1072",0.31,"Very Good","I","VS2",63.1,54,558,4.34,4.31,2.73
"1073",0.31,"Premium","I","VS2",62.3,60,558,4.32,4.31,2.69
"1074",0.31,"Premium","H","SI1",61.7,59,558,4.39,4.36,2.7
"1075",0.31,"Premium","H","SI1",61,61,558,4.39,4.33,2.66
"1076",0.31,"Good","H","SI1",63.6,57,558,4.31,4.28,2.73
"1077",0.31,"Premium","H","SI1",62.4,57,558,4.35,4.31,2.7
"1078",0.31,"Premium","H","SI1",62.8,58,558,4.32,4.28,2.7
"1079",0.31,"Ideal","H","SI1",62.9,56,558,4.31,4.27,2.7
"1080",0.31,"Premium","E","SI2",60.9,60,558,4.38,4.35,2.66
"1081",0.82,"Very Good","H","SI1",63.6,56,2908,5.9,5.95,3.77
"1082",0.73,"Ideal","I","VS1",61.5,55,2908,5.8,5.84,3.58
"1083",0.7,"Premium","D","VS2",61,60,2909,5.75,5.7,3.49
"1084",0.7,"Premium","D","VS2",60.9,57,2909,5.71,5.69,3.47
"1085",0.71,"Ideal","H","VS1",61.2,56,2909,5.76,5.81,3.54
"1086",0.71,"Ideal","H","VS1",61.9,56,2909,5.7,5.74,3.54
"1087",0.9,"Ideal","I","SI2",61.9,57,2909,6.19,6.13,3.81
"1088",0.71,"Very Good","D","VS1",62.9,57,2910,5.6,5.66,3.54
"1089",1.05,"Premium","I","SI2",58.3,57,2911,6.72,6.67,3.9
"1090",0.59,"Ideal","E","VVS2",61.1,57,2911,5.39,5.41,3.3
"1091",0.71,"Ideal","G","VS2",60.6,56,2911,5.76,5.8,3.5
"1092",0.77,"Good","F","VS2",60.3,61,2911,5.89,5.96,3.57
"1093",0.73,"Good","E","VS2",64.2,54,2912,5.68,5.72,3.66
"1094",0.7,"Good","E","VS2",58.7,63,2912,5.69,5.73,3.35
"1095",0.73,"Good","E","VS2",63.2,56,2912,5.75,5.76,3.64
"1096",0.8,"Premium","E","SI1",61.2,60,2912,5.97,5.95,3.65
"1097",1,"Fair","H","SI2",65.2,54,2912,6.3,6.22,4.08
"1098",1,"Fair","I","SI1",66,56,2912,6.31,6.24,4.13
"1099",1,"Fair","H","SI2",67,55,2912,6.25,6.12,4.16
"1100",0.7,"Very Good","D","VS2",60.7,60,2913,5.72,5.74,3.48
"1101",0.71,"Premium","D","SI1",61.4,58,2913,5.75,5.79,3.54
"1102",0.71,"Premium","G","SI2",60.8,59,2913,5.7,5.74,3.48
"1103",0.71,"Premium","D","SI1",60.6,58,2913,5.77,5.79,3.5
"1104",0.71,"Very Good","D","SI1",61.7,56,2913,5.68,5.8,3.54
"1105",0.71,"Ideal","D","SI1",61.7,57,2913,5.7,5.75,3.53
"1106",0.71,"Premium","D","SI1",59.7,59,2913,5.8,5.82,3.47
"1107",0.91,"Premium","I","SI2",62,59,2913,6.18,6.23,3.85
"1108",0.83,"Premium","E","SI1",62.2,59,2913,6.05,5.97,3.74
"1109",0.85,"Ideal","G","SI2",62,57,2913,6.1,6.02,3.76
"1110",0.8,"Very Good","F","SI1",63.5,55,2914,5.86,5.89,3.73
"1111",0.73,"Ideal","E","SI1",61.4,58,2914,5.76,5.8,3.55
"1112",0.83,"Very Good","I","VS2",62,55,2915,6.03,6.06,3.74
"1113",0.77,"Very Good","G","SI1",63.6,57,2915,5.79,5.88,3.71
"1114",0.8,"Very Good","G","SI2",62,55,2915,5.94,6.01,3.7
"1115",0.71,"Ideal","F","VS2",62.2,56,2915,5.74,5.71,3.56
"1116",0.73,"Very Good","H","VS1",60.8,57,2916,5.8,5.83,3.54
"1117",0.93,"Ideal","I","SI1",62,57,2917,6.22,6.26,3.87
"1118",0.74,"Premium","F","VS1",62.5,60,2917,5.78,5.74,3.6
"1119",0.7,"Ideal","E","VS2",62.5,58,2917,5.63,5.67,3.53
"1120",0.71,"Ideal","F","VS2",61.2,56,2917,5.77,5.73,3.52
"1121",0.71,"Very Good","F","VS2",59.5,58,2918,5.82,5.87,3.48
"1122",0.8,"Very Good","H","VS2",61.2,53,2918,5.98,6.05,3.68
"1123",0.71,"Ideal","H","VVS1",62.1,54,2918,5.7,5.76,3.56
"1124",0.72,"Ideal","I","VS2",61.8,55,2918,5.75,5.79,3.56
"1125",0.83,"Very Good","D","SI2",63.1,57,2918,5.95,5.9,3.74
"1126",0.72,"Very Good","G","VS1",60.5,57,2919,5.8,5.83,3.52
"1127",0.8,"Very Good","H","SI1",62.5,56,2919,5.92,5.96,3.71
"1128",0.73,"Premium","G","VVS2",62.2,56,2919,5.79,5.75,3.59
"1129",0.7,"Good","F","VS1",63.8,58,2919,5.61,5.58,3.57
"1130",0.73,"Ideal","H","VS1",61.9,55,2919,5.79,5.76,3.58
"1131",0.73,"Ideal","G","VVS2",61.9,55,2919,5.83,5.77,3.59
"1132",0.71,"Premium","E","VS1",59.7,57,2920,5.87,5.78,3.48
"1133",0.72,"Ideal","F","SI1",61,55,2920,5.78,5.85,3.55
"1134",0.71,"Premium","F","VS1",59.1,59,2920,5.88,5.83,3.46
"1135",0.71,"Ideal","F","VS1",62.6,55,2920,5.71,5.67,3.56
"1136",0.74,"Very Good","H","VVS2",60.5,60,2921,5.79,5.81,3.51
"1137",0.71,"Very Good","E","VS2",59.9,59,2921,5.77,5.81,3.47
"1138",0.71,"Very Good","E","VS2",60.7,60,2921,5.75,5.78,3.5
"1139",0.71,"Very Good","D","SI1",60.1,60,2921,5.76,5.79,3.47
"1140",0.65,"Ideal","F","VVS2",61.3,56,2921,5.58,5.61,3.43
"1141",0.9,"Fair","I","VS2",64.1,66,2921,6.04,5.98,3.85
"1142",0.71,"Very Good","E","VS2",63.7,58,2922,5.6,5.64,3.58
"1143",0.71,"Very Good","E","VS2",63.3,59,2922,5.62,5.66,3.57
"1144",0.68,"Very Good","F","VS1",59.7,57,2922,5.79,5.76,3.45
"1145",0.53,"Ideal","F","VVS1",61.6,56,2922,5.24,5.18,3.21
"1146",0.77,"Ideal","D","SI2",60.6,56,2922,5.95,5.9,3.59
"1147",0.72,"Very Good","E","VS2",63,57,2923,5.69,5.73,3.6
"1148",0.72,"Very Good","E","VS2",63.2,58,2923,5.67,5.72,3.6
"1149",0.7,"Very Good","E","SI1",61.8,59,2923,5.63,5.69,3.5
"1150",0.75,"Very Good","E","SI1",62.3,58,2923,5.78,5.81,3.61
"1151",0.75,"Very Good","E","SI1",61.5,58,2923,5.82,5.86,3.59
"1152",0.87,"Ideal","H","SI1",62.5,57,2923,6.13,6.06,3.81
"1153",0.71,"Ideal","E","VS1",62.4,54,2923,5.71,5.74,3.57
"1154",0.77,"Ideal","D","SI2",60.2,56,2923,5.98,6.04,3.62
"1155",0.78,"Ideal","F","SI1",61.1,56,2923,5.94,5.98,3.64
"1156",0.75,"Good","E","SI1",58.3,60,2923,5.94,5.99,3.48
"1157",0.9,"Premium","I","VS2",58.7,60,2923,6.35,6.28,3.7
"1158",0.7,"Ideal","I","VS1",61.5,56,2924,5.71,5.75,3.52
"1159",0.8,"Very Good","D","SI1",58.2,63,2925,6.07,6.03,3.52
"1160",0.7,"Very Good","F","VS1",64.5,58,2925,5.55,5.59,3.59
"1161",0.51,"Very Good","E","IF",63.3,58,2925,5.03,5.08,3.2
"1162",0.71,"Ideal","I","IF",61.5,56,2925,5.74,5.77,3.54
"1163",1.02,"Ideal","I","I1",61.7,56,2925,6.49,6.44,3.99
"1164",1.2,"Premium","I","I1",60.5,58,2925,6.9,6.79,4.14
"1165",0.81,"Good","D","SI2",63.6,55,2926,5.91,5.86,3.74
"1166",0.81,"Premium","F","SI1",61.2,56,2926,6.03,6,3.68
"1167",0.81,"Premium","F","SI1",61.3,60,2926,6,5.94,3.66
"1168",0.77,"Very Good","H","VS1",63.3,57,2927,5.79,5.83,3.68
"1169",0.8,"Ideal","I","SI1",59.4,58,2927,6.07,6.09,3.61
"1170",0.9,"Premium","H","SI2",59.5,60,2927,6.32,6.29,3.75
"1171",0.7,"Very Good","F","VS2",61.3,54,2928,5.72,5.76,3.52
"1172",0.7,"Very Good","D","VS2",60.8,59,2928,5.67,5.71,3.46
"1173",0.74,"Very Good","E","SI1",61,58,2929,5.82,5.85,3.56
"1174",0.8,"Very Good","G","VS2",61.1,57,2929,6.01,6.07,3.69
"1175",0.7,"Ideal","G","VS2",61.8,57,2929,5.68,5.71,3.52
"1176",0.7,"Ideal","E","SI1",60.1,57,2929,5.78,5.83,3.49
"1177",0.71,"Very Good","E","VS2",61.3,60,2930,5.74,5.71,3.51
"1178",0.7,"Premium","E","VS1",60.3,58,2930,5.7,5.74,3.45
"1179",0.7,"Ideal","E","VS1",62.3,54,2930,5.67,5.72,3.55
"1180",0.71,"Ideal","F","VS2",62.3,57,2930,5.69,5.74,3.56
"1181",0.71,"Ideal","G","VS1",62.7,57,2930,5.69,5.73,3.58
"1182",0.71,"Ideal","G","VS1",62.6,57,2930,5.67,5.7,3.56
"1183",0.9,"Very Good","E","SI2",58.7,63,2930,6.23,6.2,3.65
"1184",0.9,"Fair","E","SI2",65,58,2930,6.08,6.04,3.94
"1185",0.71,"Ideal","G","VVS1",61.7,57,2930,5.75,5.7,3.53
"1186",0.7,"Very Good","G","VVS2",60.8,57,2931,5.72,5.76,3.49
"1187",0.72,"Very Good","F","VS2",63.3,57,2931,5.69,5.72,3.61
"1188",0.72,"Ideal","F","VS2",61.8,59,2931,5.71,5.74,3.54
"1189",0.7,"Premium","G","VVS1",62,61,2932,5.71,5.62,3.51
"1190",0.7,"Premium","F","VVS2",61,57,2932,5.8,5.71,3.51
"1191",0.7,"Very Good","F","VVS2",63.2,58,2932,5.66,5.6,3.56
"1192",0.72,"Very Good","G","VVS2",62.2,57,2933,5.67,5.72,3.54
"1193",0.59,"Very Good","D","VVS2",60.6,59,2933,5.44,5.49,3.31
"1194",0.73,"Premium","F","VS2",59.9,58,2933,5.84,5.87,3.51
"1195",0.75,"Ideal","F","VS2",62.3,57,2933,5.81,5.87,3.64
"1196",0.75,"Good","D","SI2",57.6,56,2933,5.98,6.07,3.47
"1197",0.9,"Good","H","SI2",62.7,64,2934,6,6.09,3.79
"1198",0.71,"Ideal","D","SI2",62,54,2934,5.77,5.74,3.57
"1199",0.91,"Premium","H","SI1",60.2,52,2935,6.27,6.15,3.74
"1200",1.17,"Fair","I","I1",65.4,62,2935,6.68,6.57,4.33
"1201",0.8,"Premium","H","VS1",62,60,2935,5.92,5.86,3.65
"1202",0.7,"Very Good","G","VVS2",61.8,60,2936,5.63,5.69,3.5
"1203",0.81,"Very Good","H","SI1",60.2,58,2936,6.06,6.1,3.66
"1204",0.74,"Ideal","F","VS2",60.5,59,2936,5.81,5.86,3.53
"1205",0.7,"Ideal","D","SI2",62.6,54,2936,5.69,5.72,3.57
"1206",0.82,"Ideal","E","SI2",62.1,56,2937,6.01,5.98,3.72
"1207",0.76,"Premium","E","SI1",58.3,62,2937,6.12,5.95,3.52
"1208",0.76,"Premium","G","VS1",59.6,57,2937,6.01,5.91,3.55
"1209",0.95,"Premium","G","SI2",58.8,60,2937,6.35,6.31,3.72
"1210",0.71,"Very Good","H","VVS1",62.7,57,2938,5.66,5.72,3.57
"1211",0.71,"Very Good","H","VVS1",62.7,59,2938,5.65,5.67,3.55
"1212",0.81,"Ideal","E","SI2",60.2,57,2938,6.1,6.06,3.66
"1213",0.73,"Very Good","F","VS2",62.7,58,2939,5.73,5.75,3.6
"1214",0.73,"Very Good","G","VS1",60.7,57,2939,5.76,5.83,3.52
"1215",0.83,"Very Good","F","SI2",61.9,56,2939,5.99,6.02,3.72
"1216",0.77,"Premium","D","SI1",59.5,60,2939,6.01,5.95,3.56
"1217",0.8,"Ideal","E","SI2",60.8,56,2939,6.02,6.01,3.66
"1218",0.73,"Ideal","F","VS2",62.7,58,2939,5.72,5.77,3.6
"1219",0.72,"Ideal","E","SI2",62.4,57,2939,5.71,5.74,3.57
"1220",0.75,"Ideal","G","VS2",60.6,55,2939,5.93,5.91,3.59
"1221",0.8,"Premium","E","SI2",59.9,58,2939,6.03,5.96,3.59
"1222",0.81,"Ideal","I","VS2",61.8,56,2939,6.02,5.99,3.71
"1223",0.82,"Premium","H","VS2",62.6,59,2939,5.99,5.93,3.73
"1224",0.7,"Good","F","VVS2",63.1,57,2940,5.59,5.66,3.55
"1225",1.24,"Very Good","J","I1",61.9,55,2940,6.85,6.92,4.26
"1226",0.7,"Very Good","F","VVS2",62.6,59,2940,5.6,5.64,3.52
"1227",0.7,"Ideal","F","VS1",61.2,54,2940,5.92,5.64,3.54
"1228",0.75,"Fair","E","VS2",56,67,2940,6.18,6.08,3.43
"1229",1,"Good","H","I1",57.6,61,2940,6.67,6.6,3.82
"1230",0.75,"Ideal","E","VS2",61.6,57,2940,5.84,5.81,3.59
"1231",0.7,"Ideal","E","VS2",61.5,56,2940,5.73,5.68,3.51
"1232",0.79,"Very Good","E","SI2",59.2,59,2941,6.04,6.06,3.58
"1233",0.8,"Good","F","SI1",63.8,59,2941,5.83,5.87,3.73
"1234",0.81,"Very Good","F","SI2",62.7,58,2942,5.92,5.95,3.72
"1235",0.71,"Premium","F","VS1",61.1,58,2942,5.76,5.72,3.51
"1236",1.03,"Fair","G","SI2",65.7,59,2942,6.3,6.24,4.12
"1237",0.7,"Ideal","F","VS2",60.8,56,2942,5.78,5.79,3.52
"1238",0.76,"Premium","D","SI1",61.6,59,2942,5.84,5.82,3.59
"1239",1.01,"Fair","G","SI2",67.1,59,2942,6.27,6.19,4.18
"1240",0.73,"Ideal","D","SI1",61.4,56,2943,5.82,5.78,3.56
"1241",0.72,"Ideal","F","VS2",62,56,2943,5.77,5.75,3.57
"1242",0.74,"Very Good","H","VVS2",61.3,58,2944,5.8,5.85,3.57
"1243",0.79,"Ideal","G","SI1",61.6,55,2944,5.96,5.98,3.68
"1244",0.57,"Very Good","D","VVS1",60.4,57,2945,5.39,5.44,3.27
"1245",0.79,"Very Good","H","VS2",61.5,55,2945,5.89,5.94,3.64
"1246",0.78,"Very Good","D","SI1",62.4,58,2945,5.86,5.9,3.67
"1247",0.85,"Good","G","SI1",64.9,56,2945,5.95,5.98,3.87
"1248",0.71,"Very Good","E","VS1",63.3,59,2946,5.64,5.67,3.58
"1249",0.71,"Very Good","E","VS1",62.7,57,2946,5.69,5.73,3.58
"1250",0.72,"Ideal","H","VVS1",62.2,56,2946,5.72,5.75,3.57
"1251",0.72,"Ideal","H","VVS1",62.5,57,2946,5.7,5.73,3.57
"1252",0.77,"Ideal","I","SI1",61.5,56,2946,5.9,5.93,3.64
"1253",0.79,"Ideal","E","SI1",62.3,55,2946,5.9,5.94,3.69
"1254",0.78,"Very Good","H","VS1",61.7,56,2947,5.92,5.94,3.66
"1255",0.76,"Ideal","E","VS1",62.1,57,2947,5.82,5.87,3.63
"1256",0.92,"Ideal","H","SI2",58.5,57,2947,6.37,6.34,3.72
"1257",0.73,"Premium","D","VS2",60.9,59,2947,5.82,5.77,3.53
"1258",0.7,"Ideal","H","VVS1",61.2,57,2947,5.69,5.72,3.49
"1259",0.7,"Ideal","H","VVS1",60.5,58,2947,5.76,5.81,3.5
"1260",0.74,"Ideal","I","VS1",62,56,2947,5.79,5.82,3.6
"1261",0.74,"Ideal","I","VS1",61.1,57,2947,5.83,5.86,3.57
"1262",0.73,"Ideal","D","SI1",61.2,57,2947,5.79,5.81,3.55
"1263",0.82,"Good","H","VS2",62.4,54,2947,5.97,6.04,3.75
"1264",0.9,"Premium","I","SI1",60.9,56,2947,6.26,6.21,3.8
"1265",0.73,"Ideal","G","VS1",61.7,55,2948,5.8,5.84,3.59
"1266",0.7,"Ideal","E","SI1",62,56,2948,5.68,5.7,3.53
"1267",0.9,"Premium","I","SI2",62.5,58,2948,6.15,6.1,3.83
"1268",0.9,"Fair","I","SI2",66.4,60,2948,5.92,5.86,3.91
"1269",0.9,"Premium","I","SI2",60.6,60,2948,6.28,6.23,3.79
"1270",0.9,"Ideal","I","SI2",62,56,2948,6.2,6.16,3.83
"1271",1,"Fair","E","SI2",65.8,58,2948,6.28,6.16,4.09
"1272",0.72,"Very Good","E","VS2",63,56,2949,5.66,5.73,3.59
"1273",0.76,"Ideal","E","SI1",61.7,57,2949,5.84,5.89,3.62
"1274",0.77,"Ideal","D","SI1",62.6,57,2949,5.81,5.92,3.67
"1275",0.72,"Ideal","H","VS1",62.3,55,2949,5.72,5.74,3.57
"1276",0.99,"Fair","J","SI1",58,67,2949,6.57,6.5,3.79
"1277",0.81,"Very Good","I","VS1",62.7,58,2950,5.9,5.96,3.72
"1278",0.71,"Ideal","G","VS1",62.4,57,2950,5.68,5.73,3.56
"1279",0.71,"Premium","D","VS2",62.1,60,2950,5.72,5.68,3.54
"1280",0.54,"Ideal","F","VVS1",61.6,55,2951,5.27,5.28,3.25
"1281",0.72,"Very Good","D","VS1",62.7,58,2951,5.65,5.68,3.55
"1282",0.81,"Ideal","H","SI1",62.3,58,2951,5.95,5.96,3.71
"1283",0.73,"Ideal","F","SI1",61.6,55,2951,5.77,5.81,3.56
"1284",0.72,"Ideal","E","SI1",61,56,2951,5.84,5.79,3.55
"1285",0.7,"Very Good","E","VS2",62.4,58,2952,5.66,5.68,3.54
"1286",0.7,"Very Good","E","VS2",63.4,59,2952,5.63,5.67,3.58
"1287",0.7,"Very Good","E","VS2",61.8,59,2952,5.63,5.67,3.49
"1288",0.7,"Very Good","E","VS1",61.3,60,2952,5.68,5.7,3.49
"1289",0.72,"Ideal","G","VS2",61.5,55,2952,5.76,5.79,3.55
"1290",0.72,"Ideal","G","VS2",61.4,55,2952,5.76,5.8,3.55
"1291",0.7,"Ideal","E","VS2",61.9,58,2952,5.7,5.73,3.54
"1292",0.7,"Ideal","E","VS2",62.6,57,2952,5.63,5.68,3.54
"1293",0.7,"Ideal","E","VS2",62.1,55,2952,5.71,5.75,3.56
"1294",0.74,"Ideal","I","IF",62.1,53.9,2952,5.79,5.81,3.6
"1295",0.7,"Good","E","VS1",61,61,2952,5.69,5.72,3.48
"1296",0.8,"Very Good","H","VS2",59.1,59,2953,6.02,6.07,3.57
"1297",0.79,"Premium","F","VS2",63,59,2953,5.84,5.8,3.66
"1298",0.75,"Good","F","VS1",64.4,59,2953,5.67,5.72,3.66
"1299",0.71,"Very Good","E","VS2",59.6,60,2954,5.8,5.85,3.47
"1300",0.72,"Ideal","D","SI1",61.9,55,2954,5.75,5.78,3.57
"1301",0.72,"Premium","E","VS2",61.1,59,2954,5.75,5.8,3.53
"1302",0.72,"Premium","D","SI1",61.4,59,2954,5.71,5.79,3.53
"1303",0.75,"Ideal","D","SI1",62.3,57,2954,5.8,5.83,3.62
"1304",0.82,"Very Good","D","SI1",63.1,58,2954,5.97,5.95,3.76
"1305",0.76,"Ideal","G","VS2",61.7,54,2954,5.88,5.92,3.64
"1306",0.89,"Premium","I","VS1",62.2,62,2955,6.14,6.02,3.78
"1307",0.7,"Very Good","F","VS2",62.4,57,2956,5.67,5.71,3.55
"1308",0.74,"Very Good","H","VS1",61.4,56,2956,5.81,5.84,3.57
"1309",0.74,"Very Good","H","VS1",62.3,56,2956,5.75,5.78,3.59
"1310",0.95,"Good","I","SI2",63.8,57,2956,6.13,6.23,3.94
"1311",0.91,"Very Good","J","SI1",62.8,59,2956,6.14,6.19,3.87
"1312",0.7,"Ideal","F","VS2",60.8,57,2956,5.75,5.77,3.5
"1313",0.71,"Good","F","VVS2",58.2,60,2956,5.89,5.94,3.44
"1314",0.7,"Premium","D","VS1",60.4,58,2956,5.78,5.71,3.47
"1315",0.72,"Ideal","F","VS2",62.6,56,2956,5.75,5.72,3.59
"1316",0.72,"Ideal","F","VS2",62.2,56,2956,5.75,5.73,3.57
"1317",0.72,"Ideal","H","VVS1",62,55,2958,5.74,5.77,3.57
"1318",0.79,"Ideal","I","VS1",62.2,57,2958,5.89,5.94,3.68
"1319",0.72,"Good","G","VS1",58,57.8,2958,5.85,5.87,3.4
"1320",0.98,"Fair","F","SI2",61.6,66,2958,6.46,6.24,3.92
"1321",0.56,"Very Good","D","VVS1",60.1,58,2959,5.36,5.42,3.24
"1322",0.7,"Very Good","F","VS1",60.1,58,2959,5.73,5.79,3.46
"1323",0.79,"Premium","G","VS2",62.3,58,2959,5.92,5.89,3.68
"1324",0.82,"Ideal","I","SI1",61.8,55,2959,6,6.03,3.72
"1325",0.74,"Fair","G","VVS2",65.2,58,2959,5.7,5.6,3.69
"1326",0.71,"Very Good","H","VVS2",61.8,56,2960,5.7,5.73,3.53
"1327",0.7,"Very Good","D","VS2",63,56,2960,5.61,5.69,3.56
"1328",0.7,"Good","D","VS2",63.4,57,2960,5.6,5.67,3.57
"1329",0.7,"Ideal","D","VS2",61.3,57,2960,5.72,5.76,3.52
"1330",0.76,"Ideal","F","VS2",62.6,56,2960,5.82,5.78,3.63
"1331",0.72,"Ideal","G","VS2",61.3,56,2960,5.77,5.81,3.55
"1332",0.64,"Ideal","G","IF",61.7,58,2960,5.52,5.56,3.42
"1333",0.71,"Good","F","VVS2",58.9,61,2960,5.8,5.9,3.44
"1334",0.74,"Ideal","G","VS1",61.8,55,2960,5.85,5.8,3.6
"1335",0.77,"Very Good","H","VS1",62.8,58,2961,5.75,5.78,3.62
"1336",0.74,"Ideal","H","VVS2",61.2,57,2961,5.79,5.85,3.56
"1337",0.72,"Premium","E","VS1",61.5,60,2961,5.79,5.75,3.55
"1338",0.73,"Premium","F","VS1",61.9,56,2961,5.81,5.76,3.58
"1339",0.73,"Premium","F","VS1",62.7,56,2961,5.75,5.73,3.6
"1340",0.63,"Ideal","F","VVS2",62.3,56,2961,5.48,5.5,3.42
"1341",0.72,"Ideal","H","VS1",61.1,57,2961,5.8,5.82,3.55
"1342",0.76,"Ideal","E","SI1",60.6,57,2961,5.91,5.93,3.59
"1343",0.71,"Premium","F","VS1",62.1,53,2961,5.77,5.7,3.56
"1344",0.75,"Premium","H","VS1",61.9,61,2961,5.85,5.82,3.61
"1345",0.96,"Premium","E","SI2",60.4,56,2961,6.32,6.23,3.79
"1346",0.63,"Ideal","D","VVS2",62.6,56,2962,5.47,5.49,3.43
"1347",0.72,"Ideal","E","VS2",62,56,2962,5.73,5.76,3.56
"1348",0.71,"Ideal","G","VS1",62.2,56,2962,5.69,5.72,3.55
"1349",0.82,"Premium","F","SI1",62.4,56,2962,6.01,5.98,3.74
"1350",0.71,"Ideal","E","VS1",62.1,53,2963,5.76,5.73,3.57
"1351",0.91,"Very Good","E","SI2",58.6,63,2963,6.38,6.32,3.72
"1352",0.71,"Very Good","E","VS2",62.9,57,2964,5.68,5.7,3.58
"1353",0.71,"Very Good","E","SI1",62.9,55,2964,5.64,5.68,3.56
"1354",0.71,"Very Good","D","SI1",59.4,59,2964,5.78,5.81,3.44
"1355",0.7,"Good","E","VS1",63.6,58,2964,5.61,5.56,3.55
"1356",0.7,"Fair","E","VS1",64.5,57,2964,5.59,5.55,3.59
"1357",0.75,"Ideal","E","SI1",61.7,56,2964,5.84,5.86,3.61
"1358",0.9,"Fair","F","SI2",65.7,59,2964,6.03,5.99,3.95
"1359",0.9,"Good","F","SI2",64.2,62,2964,6.08,6,3.88
"1360",0.9,"Fair","J","VS1",65.4,60,2964,6.02,5.93,3.91
"1361",0.9,"Premium","J","VS1",62.1,62,2964,6.12,6.05,3.78
"1362",1,"Fair","G","SI1",65.7,54,2964,6.24,6.16,4.07
"1363",1.5,"Fair","H","I1",65.6,54,2964,7.26,7.09,4.7
"1364",1.05,"Premium","E","I1",61.4,58,2964,6.53,6.46,3.99
"1365",0.9,"Fair","J","VS1",64.6,58,2964,6.12,6.06,3.93
"1366",0.71,"Ideal","I","VS1",61.8,56,2965,5.68,5.72,3.52
"1367",0.71,"Ideal","I","VS1",61.6,56,2965,5.71,5.75,3.53
"1368",0.71,"Ideal","I","VS1",61.3,57,2965,5.73,5.76,3.52
"1369",0.71,"Ideal","I","VS1",61.5,56,2965,5.72,5.76,3.52
"1370",0.7,"Ideal","G","SI1",61.7,55,2965,5.7,5.73,3.53
"1371",0.7,"Ideal","G","SI1",60.9,56,2965,5.73,5.79,3.51
"1372",0.73,"Very Good","G","VS2",62.1,59,2966,5.68,5.73,3.54
"1373",0.85,"Very Good","E","SI2",63.1,58,2966,6.02,6,3.79
"1374",0.7,"Ideal","I","VVS1",61.8,56,2966,5.69,5.73,3.53
"1375",0.75,"Ideal","F","SI1",61.2,55,2966,5.87,5.92,3.61
"1376",0.82,"Ideal","F","SI2",60.9,57,2966,6.06,6.02,3.68
"1377",0.7,"Very Good","E","VS1",61.3,56,2967,5.68,5.71,3.49
"1378",0.7,"Very Good","E","VS1",61.5,56,2967,5.69,5.75,3.52
"1379",0.86,"Very Good","G","SI2",62.6,56,2967,6.01,6.07,3.78
"1380",0.79,"Ideal","H","VS2",62,56,2967,5.91,5.93,3.67
"1381",0.31,"Premium","E","SI2",60.8,61,558,4.43,4.39,2.68
"1382",0.31,"Premium","E","SI2",61.2,61,558,4.37,4.36,2.67
"1383",0.31,"Ideal","G","SI2",61.4,55,558,4.39,4.37,2.69
"1384",0.3,"Very Good","H","VVS2",62,56,559,4.28,4.3,2.66
"1385",0.31,"Very Good","G","VS2",62.6,56,559,4.33,4.37,2.72
"1386",0.31,"Very Good","G","VS2",61.4,55,559,4.38,4.41,2.69
"1387",0.31,"Very Good","G","VS2",60.9,57,559,4.37,4.39,2.67
"1388",0.24,"Ideal","G","VVS1",62.4,56,559,3.97,3.99,2.48
"1389",0.24,"Ideal","G","VVS1",62.1,56,559,3.97,4,2.47
"1390",0.24,"Ideal","G","VVS1",62.2,56,559,4,4.04,2.5
"1391",0.24,"Ideal","G","VVS1",62,55,559,4.01,4.03,2.49
"1392",0.24,"Ideal","G","VVS1",62,56,559,3.97,4.01,2.47
"1393",0.32,"Ideal","E","SI1",61.9,55,559,4.4,4.43,2.73
"1394",0.32,"Ideal","E","SI1",61,56,559,4.41,4.45,2.7
"1395",0.24,"Ideal","G","IF",61.7,56,559,3.99,4.01,2.47
"1396",0.24,"Ideal","G","IF",60.8,58,559,4.01,4.05,2.44
"1397",0.24,"Ideal","G","IF",61.8,55,559,3.99,4.02,2.47
"1398",0.24,"Ideal","G","IF",61.6,57,559,3.99,4.02,2.46
"1399",0.24,"Ideal","G","IF",61.3,57,559,4,4.03,2.46
"1400",0.32,"Ideal","G","VS1",62.3,55,559,4.39,4.41,2.74
"1401",0.32,"Ideal","G","VS1",61.8,55,559,4.42,4.45,2.74
"1402",0.25,"Very Good","E","VVS2",62,56,560,4.05,4.08,2.52
"1403",0.25,"Very Good","E","VVS1",61.5,56,560,4.06,4.08,2.5
"1404",0.25,"Very Good","F","IF",61.5,56,560,4.04,4.06,2.48
"1405",0.27,"Very Good","F","IF",60.4,58,560,4.18,4.2,2.53
"1406",0.32,"Ideal","G","VS2",61.6,54,560,4.4,4.43,2.72
"1407",0.36,"Ideal","F","SI1",61.6,56,560,4.57,4.62,2.83
"1408",0.41,"Ideal","I","SI1",61.7,55,561,4.77,4.8,2.95
"1409",0.32,"Premium","H","VS1",60.2,58,561,4.43,4.47,2.68
"1410",0.32,"Ideal","H","VS1",61.5,57,561,4.4,4.42,2.71
"1411",0.75,"Very Good","E","SI1",60.2,60,2968,5.89,5.93,3.56
"1412",0.92,"Premium","H","SI1",59.2,60,2968,6.4,6.35,3.76
